Timestamp,/RealOutputs/Drive/module0/angle/Position,/RealOutputs/Drive/measuredStates/0
14.461242,-0.0000028800177460652776,149.95118713378906
15.639854,0,149.96258544921875
15.938991,0,149.95118713378906
16.010223,0,149.93167114257812
16.059956,0,149.96258544921875
16.086427,0,149.95118713378906
16.152631,0,149.93167114257812
16.175133,0,149.96258544921875
16.240187,0,149.95118713378906
16.283743,0,149.93167114257812
16.307357,0,149.95118713378906
16.327966,0,149.93167114257812
16.349725,0,149.96258544921875
16.397436,0,149.95118713378906
16.448838,0,149.96258544921875
16.469781,0,149.95118713378906
16.491392,0,149.96258544921875
16.512835,0,149.95118713378906
16.534335,0,149.96258544921875
16.555055,0,149.95118713378906
16.603934,0,149.96258544921875
16.69648,0,149.95118713378906
16.772239,0,149.96258544921875
16.793553,0,149.93167114257812
16.813679,0,149.96258544921875
16.85998,0,149.95118713378906
16.880942,0,149.96258544921875
16.904574,0,149.95118713378906
16.926296,0,149.93167114257812
16.960373,0,149.95118713378906
16.986046,0,149.96258544921875
17.027171,0,149.95118713378906
17.111982,0,149.96258544921875
17.132238,0,149.93167114257812
17.154072,0,149.96258544921875
17.197534,0,149.95118713378906
17.21768,0,149.96258544921875
17.238882,0,149.95118713378906
17.283477,0,149.93167114257812
17.305588,0,149.95118713378906
17.325678,0,149.93167114257812
17.369586,0,149.96258544921875
17.414106,0,149.95118713378906
17.456214,0,149.93167114257812
17.484614,0,149.95118713378906
17.506114,0,149.93167114257812
17.531249,0,149.96258544921875
17.594708,0,149.95118713378906
17.679742,0,149.93167114257812
17.717825,0,149.96258544921875
17.775571,0,149.95118713378906
17.797423,0,149.96258544921875
17.83814,0,149.95118713378906
17.878579,0,149.96258544921875
17.89917,0,149.95118713378906
17.919723,0,149.96258544921875
18.022842,0,149.95118713378906
18.123643,0,149.93167114257812
18.142842,0,149.96258544921875
18.210643,0,149.95118713378906
18.230714,0,149.96258544921875
18.250729,0,149.95118713378906
18.310738,0,149.96258544921875
